year,Base case diesel consumed,Modeled diesel efficiency
2019,74430.2445904,67663.8587185
2020,74981.5797355,68165.0724868
2021,75532.9148806,68666.2862551
2022,76084.2500257,69167.5000234
2023,76635.5851708,69668.7137917
2024,77265.6824795,70241.5295268
2025,77817.0176246,70742.7432951
2026,78447.1149333,71315.5590303
2027,79077.212242,71888.3747655
2028,79707.3095507,72461.1905007
2029,80337.4068594,73034.0062359
2030,80967.5041681,73606.821971
2031,81597.6014768,74179.6377062
2032,82306.4609491,74824.0554083
2033,82936.5582578,75396.8711435
2034,83645.4177301,76041.2888456
2035,84354.2772024,76685.7065476
2036,85141.8988383,77401.7262166
2037,85850.7583106,78046.1439187
2038,86638.3799465,78762.1635877
