year,Base case cost,Modeled wind power
2019,243386.89981,387502.334006
2020,259436.265885,396488.09254
2021,271918.49357,402820.117629
2022,281511.725095,407010.191196
2023,288916.156094,409592.199336
2024,295927.563897,412031.465588
2025,303486.368736,414938.004866
2026,312219.517435,418936.793591
2027,320262.70958,422489.994796
2028,327597.042254,425576.826505
2029,336613.734741,430094.091367
2030,343302.217673,432850.397212
2031,352501.63838,437697.978226
2032,362971.492786,443723.008993
2033,372385.146578,448925.573914
2034,383932.467381,456001.329219
2035,391403.846219,459888.431134
2036,403572.600493,467716.704304
2037,411225.132308,471912.971323
2038,422795.294139,479431.857726
