year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,21725.59,210393.74,185445.52,63619.04,240967.86,118735.65
2018,23713.08,224124.26,200243.81,68528.69,256130.63,128681.68
2019,26256.04,242283.98,218819.88,74880.82,276184.63,141425.34
2020,27816.31,250699.46,230703.31,78428.39,285477.94,148942.34
2021,29176.02,256900.34,241184.05,81373.86,292325.65,155339.34
2022,30374.45,261329.54,256364.08,83836.67,297216.87,163681.71
2023,31453.5,264429.98,264813.48,85940.16,300640.72,168471.97
2024,32509.82,267087.5,273002.13,87950.56,303575.45,173049.56
2025,33647.2,270187.94,287713.02,90144.88,306999.3,180933.54
2026,34867.24,273731.3,296958.84,92525.51,310912.28,186243.62
2027,36060.17,276831.74,305927.41,94806.08,314336.13,191331.6
2028,37224.99,279489.26,320806.07,96985.2,317270.86,199248.65
2029,38551.33,283032.62,330488.65,99531.35,321183.84,204809.2
2030,39728.63,285247.22,345296.08,101672.54,323629.44,212622.29
2031,41123.92,288790.58,355283.57,104325.97,327542.42,218357.69
2032,42617.46,292776.86,365869.69,107189.76,331944.52,224499.5
2033,44085.7,296320.22,382654.32,109956.47,335857.49,233635.8
2034,45731.68,300749.42,400702.14,113114.89,340748.71,243622.72
2035,47085.55,302964.02,409849.66,115531.03,343194.32,248687.07
2036,48831.17,307393.22,428391.92,118844.57,348085.54,258957.53
2037,50273.1,309607.82,437786.67,121398.07,350531.14,264163.65
2038,52045.09,313594.1,456274.2,124695.11,354933.24,274339.61
2039,53716.04,316694.54,473927.05,127719.94,358357.09,283910.66
2040,55731.79,321566.66,494139.25,131510.77,363737.43,295201.89
