year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,44292.0011831,32822.6808755
2018,44292.0011831,32822.6808755
2019,44292.0011831,32822.6808755
2020,44292.0011831,32822.6808755
2021,44292.0011831,32822.6808755
2022,44292.0011831,32822.6808755
2023,44292.0011831,32822.6808755
2024,44292.0011831,32822.6808755
2025,44292.0011831,32822.6808755
2026,44292.0011831,32822.6808755
2027,44292.0011831,32822.6808755
2028,44292.0011831,32822.6808755
2029,44292.0011831,32822.6808755
2030,44292.0011831,32822.6808755
2031,44292.0011831,32822.6808755
