year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,701603
2004,,0,0,0,0,0,643835
2005,,0,0,0,0,0,599933
2006,,0,0,0,0,0,683476
2007,,0,0,0,0,0,753420
2008,,0,0,0,0,0,875797
2009,,0,0,0,0,0,879223
2010,,0,0,0,0,0,854761
2011,,0,0,0,0,0,854473
2012,,0,0,0,0,0,903745
2013,,0,0,0,0,0,932689
2014,start of forecast,0,0,0,0,0,911000
2015,,0,0,0,0,0,918000
2016,,0,0,0,0,0,924000
2017,,0,0,0,0,0,931000
2018,,0,0,0,0,0,938000
2019,,0,0,0,0,0,945000
2020,,0,0,0,0,0,952000
2021,,0,0,0,0,0,959000
2022,,0,0,0,0,0,966000
2023,,0,0,0,0,0,973000
2024,,0,0,0,0,0,981000
2025,,0,0,0,0,0,988000
2026,,0,0,0,0,0,996000
2027,,0,0,0,0,0,1004000
2028,,0,0,0,0,0,1012000
2029,,0,0,0,0,0,1020000
2030,,0,0,0,0,0,1028000
2031,,0,0,0,0,0,1036000
2032,,0,0,0,0,0,1045000
2033,,0,0,0,0,0,1053000
2034,,0,0,0,0,0,1062000
2035,,0,0,0,0,0,1071000
2036,,0,0,0,0,0,1081000
2037,,0,0,0,0,0,1090000
2038,,0,0,0,0,0,1100000
2039,,0,0,0,0,0,1109000
2040,,0,0,0,0,0,1119000
