year,Base case cost,Modeled diesel efficiency
2019,162315.949186,324150.340972
2020,172447.171794,329221.70616
2021,179443.268949,331539.961224
2022,184058.990525,331788.968961
2023,187612.377085,331164.728
2024,190523.338007,330046.805531
2025,194021.232347,329550.683541
2026,198121.877729,329688.674045
2027,201624.789282,329367.407667
2028,204545.984896,328599.474012
2029,208638.784492,328976.874956
2030,210975.517031,327836.210323
2031,215066.459413,328366.804727
2032,219157.725869,328972.422883
2033,223832.865586,330181.812503
2034,228508.264778,331462.705413
2035,230845.996304,330688.042722
2036,235521.310095,332106.420668
2037,238137.330491,331719.086453
2038,242806.696341,333263.247225
