year,Base case diesel consumed,Modeled residential ashp
2017,10070.2532424,-52936.3969135
2018,10070.2532424,-52936.3969135
2019,10243.0298296,-52763.6203262
2020,10243.0298296,-52763.6203262
2021,10243.0298296,-52763.6203262
2022,10415.8064168,-52590.843739
2023,10415.8064168,-52590.843739
2024,10415.8064168,-52590.843739
2025,10415.8064168,-52590.843739
2026,10588.583004,-52418.0671518
2027,10588.583004,-52418.0671518
2028,10588.583004,-52418.0671518
2029,10761.3595912,-52245.2905646
2030,10761.3595912,-52245.2905646
2031,10761.3595912,-52245.2905646
