year,Base case cost,Modeled solar power (pv)
2016,106465.965292,
2017,126890.630661,
2018,142174.508352,
2019,162315.949186,
2020,172447.171794,
2021,179443.268949,
2022,184058.990525,
2023,187612.377085,
2024,190523.338007,
2025,194021.232347,
2026,198121.877729,
2027,201624.789282,
2028,204545.984896,
2029,208638.784492,
2030,210975.517031,
2031,215066.459413,
2032,219157.725869,
2033,223832.865586,
2034,228508.264778,
2035,230845.996304,
