year,Base case cost,Modeled water and wastewater efficiency
2017,18826.1818338,23952.8504607
2018,19901.77364,24422.7211178
2019,21284.2888517,25105.7649809
2020,22031.2272531,25365.2968832
2021,22579.8509503,25496.3863635
2022,22933.2417919,25500.7053978
2023,23211.6986575,25459.8681789
2024,23445.7365204,25394.3158308
2025,23729.6821476,25367.8541915
2026,24155.8118743,25443.5234047
2027,24518.6607074,25481.1830465
2028,24799.4440468,25467.8712194
2029,25160.0392341,25513.3032228
2030,25410.1897759,25488.7692938
2031,25766.0936683,25540.1863121
