year,Base case cost,Modeled residential energy efficiency
2017,497092.33112,497811.053696
2018,520004.607845,514327.588909
2019,559624.394452,546080.124556
2020,574847.76345,556519.395222
2021,585593.670978,563369.762769
2022,602061.229117,576660.554962
2023,607519.68817,579322.530451
2024,612068.404048,581285.309357
2025,617526.863101,584029.934008
2026,633540.706272,597201.088341
2027,639084.670615,600110.038794
2028,643704.6409,602301.757348
2029,660074.75611,615943.295698
2030,663827.735865,617510.16308
2031,670395.450435,621420.987575
