year,Base case diesel consumed,Modeled non-residential ashp
2017,9722.26134594,-11413.089385
2018,9722.26134594,-11413.089385
2019,9722.26134594,-11413.089385
2020,9722.26134594,-11413.089385
2021,9722.26134594,-11413.089385
2022,9722.26134594,-11413.089385
2023,9722.26134594,-11413.089385
2024,9722.26134594,-11413.089385
2025,9722.26134594,-11413.089385
2026,9722.26134594,-11413.089385
2027,9722.26134594,-11413.089385
2028,9722.26134594,-11413.089385
2029,9722.26134594,-11413.089385
2030,9722.26134594,-11413.089385
2031,9722.26134594,-11413.089385
