year,Base case cost,Modeled non-residential energy efficiency
2017,541081.343067,563206.631191
2018,567871.376615,585854.137158
2019,603934.883314,617058.030329
2020,621451.44371,631284.462871
2021,633816.074578,640825.956171
2022,642059.161824,646627.152767
2023,648241.477258,650578.377671
2024,653393.406786,653624.32028
2025,659575.72222,657655.351596
2026,666788.42356,662670.547532
2027,672970.738994,666777.688299
2028,678122.668523,669975.892503
2029,685335.369862,675101.275493
2030,689456.913485,677424.703522
2031,696669.614825,682619.307602
