year,Base case diesel consumed,Modeled residential energy efficiency
2017,63006.6502188,46133.4450929
2018,63006.6502188,46133.4450929
2019,64087.6631522,47214.4580263
2020,64087.6631522,47214.4580263
2021,64087.6631522,47214.4580263
2022,65168.6760855,48295.4709596
2023,65168.6760855,48295.4709596
2024,65168.6760855,48295.4709596
2025,65168.6760855,48295.4709596
2026,66249.6890189,49376.483893
2027,66249.6890189,49376.483893
2028,66249.6890189,49376.483893
2029,67330.7019522,50457.4968263
2030,67330.7019522,50457.4968263
2031,67330.7019522,50457.4968263
