year,Base case diesel consumed,Modeled solar power (pv)
2016,48019.2725297,47302.6013321
2017,48019.2725297,47308.3347017
2018,48019.2725297,47314.0222043
2019,48095.9806328,47396.37231
2020,48095.9806328,47401.9691766
2021,48095.9806328,47407.5212683
2022,48019.2725297,47336.3208401
2023,48019.2725297,47341.7844536
2024,47942.5644266,47270.4962551
2025,47789.1482204,47122.4565943
2026,47789.1482204,47127.7901274
2027,47635.7320143,46979.6647859
2028,47559.0239112,46908.2052207
2029,47559.0239112,46913.4117702
2030,47482.3158081,46841.8685642
2031,47405.607705,46770.2840391
2032,47252.1914989,46621.9504223
2033,47022.0671896,46396.8680416
2034,46791.9428804,46171.7453256
2035,46561.8185711,45946.5825968
