year,Base case cost,Modeled residential energy efficiency
2017,299898.108367,305758.741364
2018,318914.063502,319862.573156
2019,345536.400692,340104.097328
2020,358213.704116,349170.352829
2021,367087.816512,355207.683981
2022,373426.468224,359233.848551
2023,378497.389594,362266.618703
2024,382300.580621,364305.409032
2025,386737.636819,366877.205271
2026,392442.42336,370490.634938
2027,388709.247922,364938.177987
2028,392431.996729,366988.508851
2029,398016.11994,370547.840275
2030,401118.410613,372145.213133
2031,406702.533824,375746.361709
2032,403606.958007,370687.987678
2033,409070.417889,374208.352871
2034,406206.496144,369295.898799
2035,410362.004573,371795.703751
2036,407136.09284,366558.400787
