year,annotation,diesel generation efficiency
2002,,11.77
2003,,12.05
2004,,12.49
2005,,11.96
2006,,10.9
2007,,12.91
2008,,34.48
2009,,21.8
2010,,26.65
2011,,26.8
2012,,16.61
2013,,12.66
2014,,13.59
2015,,12.85
2016,start of forecast,13.04
2017,,13.04
2018,,13.04
2019,,13.04
2020,,13.04
2021,,13.04
2022,,13.04
2023,,13.04
2024,,13.04
2025,,13.04
2026,,13.04
2027,,13.04
2028,,13.04
2029,,13.04
2030,,13.04
2031,,13.04
2032,,13.04
2033,,13.04
2034,,13.04
2035,,13.04
2036,,13.04
2037,,13.04
2038,,13.04
2039,,13.04
2040,,13.04
