year,Base case cost,Modeled diesel efficiency
2019,136592.584997,309916.09881
2020,146211.781124,314307.51737
2021,152945.218412,316177.549392
2022,157503.213897,316169.546297
2023,161344.7557,315607.525634
2024,163963.570339,314028.958202
2025,166784.127289,312726.589161
2026,171085.150629,312860.720027
2027,173870.421852,311705.391848
2028,176443.978711,310444.019319
2029,180724.290863,310818.64026
2030,182806.915861,309277.783451
2031,186778.094358,309534.281377
2032,190426.33174,309575.798004
2033,193730.916821,309381.662708
2034,197461.998955,309650.212271
2035,199750.20167,308680.256613
2036,203396.13781,309016.09172
2037,205493.337348,308013.796637
2038,209413.121415,308736.572524
