year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,44237.0,32709.5079769
2018,44237.0,32709.5079769
2019,44237.0,32709.5079769
2020,44237.0,32709.5079769
2021,44237.0,32709.5079769
2022,44237.0,32709.5079769
2023,44237.0,32709.5079769
2024,44237.0,32709.5079769
2025,44237.0,32709.5079769
2026,44237.0,32709.5079769
2027,44237.0,32709.5079769
2028,44237.0,32709.5079769
2029,44237.0,32709.5079769
2030,44237.0,32709.5079769
2031,44237.0,32709.5079769
2032,,
2033,,
2034,,
2035,,
2036,,
