year,Base case diesel consumed,Modeled diesel efficiency
2019,48095.9806328,43723.6187571
2020,48095.9806328,43723.6187571
2021,48095.9806328,43723.6187571
2022,48019.2725297,43653.8841179
2023,48019.2725297,43653.8841179
2024,47942.5644266,43584.1494787
2025,47789.1482204,43444.6802004
2026,47789.1482204,43444.6802004
2027,47635.7320143,43305.2109221
2028,47559.0239112,43235.4762829
2029,47559.0239112,43235.4762829
2030,47482.3158081,43165.7416437
2031,47405.607705,43096.0070046
2032,47252.1914989,42956.5377262
2033,47022.0671896,42747.3338087
2034,46791.9428804,42538.1298912
2035,46561.8185711,42328.9259737
2036,46331.6942619,42119.7220562
2037,46178.2780557,41980.2527779
2038,46024.8618495,41840.7834996
