year,Base case cost,Modeled diesel efficiency
2019,34230.1934319,183200.22378
2020,36141.3112661,184937.603629
2021,36937.740124,185661.629863
2022,37711.1215932,186364.703926
2023,37591.5130051,186255.968846
2024,37336.6868156,186024.308674
2025,37624.0261986,186285.526295
2026,37677.3546589,186334.006713
2027,37406.6635905,186087.923924
2028,37523.4515662,186194.094811
2029,37798.5812916,186444.212743
2030,37792.3357368,186438.534966
2031,38197.7838487,186807.124159
2032,37934.3520499,186567.640705
2033,37702.573249,186356.932704
2034,37417.1845358,186097.48842
2035,36776.1232959,185514.705474
2036,37000.0287501,185718.255887
2037,36289.5183056,185072.337301
2038,35892.0105527,184710.966617
