year,Base case cost,Modeled non-residential energy efficiency
2017,22657.9101351,24746.8469274
2018,24312.2825066,26298.2335084
2019,26607.0570865,28491.6915813
2020,27727.7609511,29514.6814918
2021,28474.8968608,30166.7742958
2022,29061.9322185,30661.1504127
2023,29488.867024,30997.7580841
2024,29809.0681282,31229.8551193
2025,30236.0029337,31570.6255782
2026,30716.30459,31966.7129008
2027,31143.2393956,32311.4533033
2028,31463.4404997,32551.4924589
2029,31943.742156,32953.3272494
2030,32210.5764095,33143.7553477
2031,32744.2449164,33602.5091361
