year,Base case diesel consumed,Modeled residential ashp
2017,139694.060795,53327.1933371
2018,139694.060795,53327.1933371
2019,139694.060795,53327.1933371
2020,138220.059537,51853.1920796
2021,138220.059537,51853.1920796
2022,136746.05828,50379.1908221
2023,136746.05828,50379.1908221
2024,135272.057022,48905.1895646
2025,135272.057022,48905.1895646
2026,133798.055765,47431.1883071
2027,132324.054507,45957.1870496
2028,130850.05325,44483.1857921
2029,130850.05325,44483.1857921
2030,129376.051992,43009.1845346
2031,127902.050735,41535.1832771
