year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,5314.0,3929.20100945
2018,5314.0,3929.20100945
2019,5314.0,3929.20100945
2020,5314.0,3929.20100945
2021,5314.0,3929.20100945
2022,5314.0,3929.20100945
2023,5314.0,3929.20100945
2024,5314.0,3929.20100945
2025,5314.0,3929.20100945
2026,5314.0,3929.20100945
2027,5314.0,3929.20100945
2028,5314.0,3929.20100945
2029,5314.0,3929.20100945
2030,5314.0,3929.20100945
2031,5314.0,3929.20100945
2032,,
2033,,
2034,,
2035,,
2036,,
