year,Base case cost,Modeled non-residential energy efficiency
2017,1874948.65927,1897561.17413
2018,1964966.4968,1972196.3945
2019,2089606.57953,2078104.56345
2020,2148464.39637,2125018.27135
2021,2186548.86609,2153397.29515
2022,2217708.88678,2175688.53962
2023,2238482.2339,2188776.23621
2024,2255793.3565,2198882.34215
2025,2276566.70362,2212228.88832
2026,2300802.27526,2228812.87728
2027,2321575.62238,2242406.28166
2028,2338886.74498,2253006.24286
2029,2363122.31663,2269947.61967
2030,2376971.21471,2277664.93536
2031,2401206.78635,2294830.82839
