year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,427004.51,21427.24,211732.3,141332.25
2018,429492.08,21826.07,211732.3,144806.48
2019,428498.74,22231.33,211732.3,149149.27
2020,429714.74,22641.83,211732.3,153492.05
2021,430667.54,23058.82,211732.3,156966.28
2022,431009.97,23485.08,211732.3,161309.07
2023,431970.52,23922.59,211732.3,165651.85
2024,432722.45,24370.45,211732.3,169994.64
2025,433407.42,24825.5,211732.3,174337.42
2026,434255.96,25286.83,211732.3,178680.21
2027,435067.16,25753.64,211732.3,183022.99
2028,435873.43,26228.23,211732.3,188234.34
2029,436695.44,26717.7,211732.3,192577.12
2030,437582.68,27215.51,211732.3,197788.46
2031,438396.49,27721.44,211732.3,202131.25
2032,439286.91,,,207342.59
2033,440175.43,,,212553.93
2034,441064.37,,,217765.28
2035,442027.75,,,222976.62
2036,442990.75,,,228187.96
