year,Base case cost,Modeled residential energy efficiency
2017,1438348.49199,1247341.21549
2018,1531577.94207,1316000.94584
2019,1660439.07515,1413003.51945
2020,1746268.75143,1481180.48581
2021,1809852.27154,1531677.45006
2022,1878457.85251,1588794.66882
2023,1940155.07228,1641340.30713
2024,1999871.60208,1692756.79735
2025,2063050.46855,1747001.98923
2026,2129884.92995,1804266.6177
2027,2194674.28197,1860330.10731
2028,2266788.48192,1924560.00894
2029,2336225.48797,1984728.0412
2030,2406809.93391,2048363.0255
2031,2477947.6127,2110420.73457
2032,2563180.20613,2185923.25466
2033,2646264.61911,2260107.94627
2034,2733893.61504,2338182.89259
2035,2812140.54396,2409184.59136
2036,2902011.33577,2489669.20293
