year,Base case cost,Modeled water and wastewater efficiency
2017,341912.554002,277444.997085
2018,362476.705624,292638.145579
2019,389487.860538,312687.657225
2020,405959.04214,324811.619094
2021,419233.179388,334537.027873
2022,431645.18832,343621.289962
2023,442547.442805,351577.848909
2024,453109.229012,359286.127362
2025,464544.427169,367658.260483
2026,476873.02159,376708.764937
2027,488778.764031,385447.903741
2028,500270.263232,393882.497646
2029,513515.264141,403642.364797
2030,524956.910462,412053.818028
2031,538782.385458,422262.582039
