year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,198420
2004,,0,0,0,0,0,537635
2005,,0,0,0,0,0,699082
2006,,0,0,0,0,0,20246
2007,,0,0,0,0,0,0
2008,,0,0,0,0,0,0
2009,,0,0,0,0,0,247320
2010,,0,0,0,0,0,663226
2011,,0,0,0,0,0,743147
2012,,0,0,0,0,0,701082
2013,,0,0,0,0,0,677691
2014,start of forecast,0,0,0,0,0,679000
2015,,0,0,0,0,0,679000
2016,,0,0,0,0,0,679000
2017,,0,0,0,0,0,679000
2018,,0,0,0,0,0,679000
2019,,0,0,0,0,0,679000
2020,,0,0,0,0,0,679000
2021,,0,0,0,0,0,679000
2022,,0,0,0,0,0,679000
2023,,0,0,0,0,0,679000
2024,,0,0,0,0,0,679000
2025,,0,0,0,0,0,679000
2026,,0,0,0,0,0,679000
2027,,0,0,0,0,0,679000
2028,,0,0,0,0,0,679000
2029,,0,0,0,0,0,679000
2030,,0,0,0,0,0,679000
2031,,0,0,0,0,0,679000
2032,,0,0,0,0,0,679000
2033,,0,0,0,0,0,679000
2034,,0,0,0,0,0,679000
2035,,0,0,0,0,0,680000
2036,,0,0,0,0,0,680000
2037,,0,0,0,0,0,680000
2038,,0,0,0,0,0,680000
2039,,0,0,0,0,0,680000
2040,,0,0,0,0,0,680000
