year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,81614.0,73733.956894
2018,81612.0,73731.956894
2019,82633.0,74752.956894
2020,82631.0,74750.956894
2021,82629.0,74748.956894
2022,82628.0,74747.956894
2023,82628.0,74747.956894
2024,82627.0,74746.956894
2025,82627.0,74746.956894
2026,82625.0,74744.956894
2027,82622.0,74741.956894
2028,82619.0,74738.956894
2029,82618.0,74737.956894
2030,82616.0,74735.956894
2031,83636.0,75755.956894
2032,83634.0,75753.956894
2033,83632.0,75751.956894
2034,83630.0,75749.956894
2035,83628.0,75747.956894
2036,83626.0,75745.956894
