year,Base case cost,Modeled diesel efficiency
2019,131573.023576,291237.92703
2020,139312.613198,294251.431166
2021,145117.305415,295600.214695
2022,148987.100226,295282.067994
2023,151889.446334,294174.332043
2024,154308.068091,292714.648987
2025,156726.689848,291340.710409
2026,160112.760308,290930.005478
2027,163015.106416,290161.323396
2028,165433.728173,289032.747676
2029,168336.074281,288421.905468
2030,170270.971687,287007.720842
2031,174140.766498,287426.905299
2032,177526.836957,287478.968721
2033,180912.907417,287601.958306
2034,184782.702228,288233.961125
2035,186992.588735,287424.596828
2036,190868.082802,288195.476346
2037,193290.266594,287709.671674
2038,196681.323902,288167.656176
