year,Base case cost,Modeled residential energy efficiency
2017,493932.814419,486338.940503
2018,512133.667774,503352.058879
2019,546693.822754,536459.628913
2020,558126.34607,547058.456061
2021,566700.738556,554941.928979
2022,572417.000214,560109.8885
2023,576704.196458,563923.251861
2024,580276.859994,567062.403602
2025,583849.52353,570207.731828
2026,588851.25248,574720.164448
2027,593138.448724,578557.951084
2028,596711.11226,581720.953683
2029,600998.308503,585570.110095
2030,603856.439332,588063.679655
2031,621607.729999,605319.780814
2032,626710.958151,609967.047512
2033,631814.186302,614619.423278
2034,637646.447047,619971.82459
2035,640562.577419,622548.953398
2036,646394.838164,627910.985283
