year,Base case cost,Modeled water and wastewater efficiency
2017,48814.3201329,42169.5722975
2018,51524.9519926,43785.946539
2019,55068.0224433,45965.043635
2020,56735.9986951,46891.8633783
2021,57986.981808,47543.5644336
2022,58821.0820078,47920.0730817
2023,59445.8255549,48159.7580209
2024,59966.5328788,48333.9675495
2025,60487.6451987,48512.8959809
2026,61217.5290971,48836.3111055
2027,61843.8308572,49094.8022971
2028,62365.6781185,49286.891361
2029,62990.9245355,49551.4633194
2030,63408.4063842,49680.8852799
2031,64241.6999109,50092.2699324
