year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,361391.86,13798.28,835217.44,832598.86
2018,361391.86,13895.39,835217.44,843011.65
2019,361391.86,13930.43,835217.44,846482.58
2020,361391.86,13964.82,835217.44,849953.51
2021,361391.86,14010.75,835217.44,854812.81
2022,361391.86,14016.28,835217.44,855507.0
2023,361391.86,14005.75,835217.44,854118.63
2024,361391.86,13963.84,835217.44,849953.51
2025,361391.86,13927.85,835217.44,845788.39
2026,361391.86,13901.4,835217.44,843011.65
2027,361391.86,13904.45,835217.44,843705.84
2028,361391.86,13910.35,835217.44,844400.02
2029,361391.86,13693.72,835217.44,821491.89
2030,361391.86,13527.65,835217.44,804137.24
2031,361391.86,13412.39,835217.44,792336.08
