year,Base case cost,Modeled diesel efficiency
2019,903479.654841,1161729.51117
2020,968530.189989,1212888.60265
2021,1011897.21342,1244522.38934
2022,1048036.39962,1269768.01132
2023,1069719.91133,1282050.42821
2024,1087789.50443,1291221.60162
2025,1113086.93476,1307133.59237
2026,1141998.28372,1326497.03441
2027,1163681.79544,1339451.89343
2028,1185365.30715,1352565.12922
2029,1210662.73749,1369118.41122
2030,1225118.41196,1375966.59138
2031,1254029.76092,1396103.79429
2032,1286555.02849,1419670.42089
2033,1315466.37745,1440092.33388
2034,1347991.64502,1463936.99793
2035,1366061.23812,1474774.29013
2036,1398586.50569,1498884.11122
2037,1416656.09879,1509980.34593
2038,1449181.36636,1534343.04058
