year,Base case cost,Modeled transmission and interties
2021,12755733.0223,
2022,13210398.8401,
2023,13485089.3599,
2024,13719388.4863,
2025,14043678.3517,
2026,14412354.8729,
2027,14685509.704,
2028,14958645.9956,
2029,15313079.545,
2030,15523680.554,
2031,15909320.7188,
2032,16313704.3194,
2033,16663995.8352,
2034,17061610.9729,
2035,17285646.9404,
2036,17706776.3455,
2037,17957954.1428,
2038,18390079.017,
2039,18717406.2707,
2040,19172291.4725,
