year,Base case cost,Modeled wind power
2019,903479.654841,1053072.50715
2020,968530.189989,1078748.65505
2021,1011897.21342,1092391.38081
2022,1048036.39962,1102192.00197
2023,1069719.91133,1104045.76591
2024,1087789.50443,1104094.90507
2025,1113086.93476,1108481.79133
2026,1141998.28372,1115151.4541
2027,1163681.79544,1117950.31495
2028,1185365.30715,1120971.76953
2029,1210662.73749,1126259.97111
2030,1225118.41196,1125612.34716
2031,1254029.76092,1133369.50725
2032,1286555.02849,1143378.48469
2033,1315466.37745,1151535.79611
2034,1347991.64502,1161935.54672
2035,1366061.23812,1164326.36506
2036,1398586.50569,1175098.78581
2037,1416656.09879,1177853.53995
2038,1449181.36636,1188981.36679
