year,Base case diesel consumed,Modeled diesel efficiency
2019,32366.6983122,29424.2711929
2020,32206.6620281,29278.7836619
2021,32046.625744,29133.296131
2022,31886.58946,28987.8086
2023,31646.5350338,28769.5773035
2024,31486.4987497,28624.0897725
2025,31246.4443236,28405.858476
2026,31086.4080395,28260.370945
2027,30926.3717554,28114.883414
2028,30766.3354713,27969.395883
2029,30606.2991872,27823.908352
2030,30526.2810452,27751.1645865
2031,30366.2447611,27605.6770555
2032,30206.208477,27460.1895245
2033,30126.190335,27387.4457591
2034,29966.1540509,27241.9582281
2035,29806.1177668,27096.4706971
2036,29726.0996247,27023.7269316
2037,29566.0633406,26878.2394006
2038,29406.0270565,26732.7518696
