year,Base case cost,Modeled water and wastewater efficiency
2017,20474.4611781,17270.9592838
2018,21899.2084729,17996.3780537
2019,23877.0350015,19058.2570383
2020,24688.4142698,19454.4006863
2021,25243.4642997,19703.1329384
2022,25644.8274305,19864.5847145
2023,25889.1952445,19937.9901354
2024,26027.8790797,19953.4598454
2025,26267.1052299,20032.6822096
2026,26549.3960124,20144.5356998
2027,26759.021349,20226.5087664
2028,26849.5197038,20248.5536517
2029,27121.5657749,20368.4158288
2030,27237.4380479,20399.2079873
2031,27504.418255,20524.2584428
