year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,128047.95,1758.82,78485.42,97312.33
2018,128639.4,1715.33,78485.42,98393.34
2019,129378.71,1665.5,78485.42,100555.37
2020,130044.08,1619.16,78485.42,102717.39
2021,130635.53,1577.16,78485.42,103798.41
2022,131153.04,1537.74,78485.42,104879.42
2023,131744.49,1499.29,78485.42,107041.45
2024,132262.0,1461.07,78485.42,108122.46
2025,132779.52,1422.34,78485.42,109203.47
2026,133370.96,1381.66,78485.42,110284.48
2027,134036.34,1335.42,78485.42,112446.51
2028,134701.72,1285.06,78485.42,114608.54
2029,135293.16,1243.75,78485.42,115689.55
2030,135884.61,1202.31,78485.42,116770.56
2031,136476.05,1161.01,78485.42,118932.59
2032,137067.5,1119.28,78485.42,120013.6
2033,137585.01,1082.44,78485.42,121094.61
2034,138176.46,1039.99,78485.42,123256.64
2035,138915.76,983.47,78485.42,125418.67
2036,139581.14,940.2,78485.42,126499.68
2037,140172.59,896.49,78485.42,127580.69
2038,140764.03,852.18,78485.42,129742.72
2039,141429.41,807.12,78485.42,130823.73
2040,142094.78,761.4,78485.42,132985.76
