year,Base case cost,Modeled residential energy efficiency
2017,673421.32865,637926.794041
2018,722483.36472,674351.86971
2019,796776.529382,732511.512393
2020,840469.252186,767288.46
2021,868795.474527,788394.523368
2022,892921.189395,806344.549513
2023,921771.07039,830061.564808
2024,938723.151803,842597.265312
2025,959014.262494,857887.990571
2026,981127.347531,874739.881156
2027,1011334.11992,900072.611121
2028,1038628.7502,923203.617638
2029,1061656.59348,941153.178986
2030,1079828.35254,955278.980399
2031,1113168.25275,983655.506997
2032,1137004.13247,1002583.45537
2033,1162844.93819,1023245.74299
2034,1197435.00799,1053034.89816
2035,1228869.00016,1080369.06955
2036,1255746.53188,1102223.0161
