year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,822941
2004,,0,0,0,0,0,844945
2005,,0,0,0,0,0,859066
2006,,0,0,0,0,0,884332
2007,,0,0,0,0,0,918981
2008,,0,0,0,0,0,1062600
2009,,0,0,0,0,0,1221617
2010,,0,0,0,0,0,1331348
2011,,0,0,0,0,0,1660501
2012,,0,0,0,0,0,1891691
2013,,0,0,0,0,0,1645465
2014,start of forecast,0,0,0,0,0,1702000
2015,,0,0,0,0,0,1713000
2016,,0,0,0,0,0,1723000
2017,,0,0,0,0,0,1732000
2018,,0,0,0,0,0,1740000
2019,,0,0,0,0,0,1750000
2020,,0,0,0,0,0,1759000
2021,,0,0,0,0,0,1767000
2022,,0,0,0,0,0,1774000
2023,,0,0,0,0,0,1782000
2024,,0,0,0,0,0,1789000
2025,,0,0,0,0,0,1796000
2026,,0,0,0,0,0,1804000
2027,,0,0,0,0,0,1813000
2028,,0,0,0,0,0,1822000
2029,,0,0,0,0,0,1830000
2030,,0,0,0,0,0,1838000
2031,,0,0,0,0,0,1846000
2032,,0,0,0,0,0,1854000
2033,,0,0,0,0,0,1861000
2034,,0,0,0,0,0,1869000
2035,,0,0,0,0,0,1879000
2036,,0,0,0,0,0,1888000
2037,,0,0,0,0,0,1896000
2038,,0,0,0,0,0,1904000
2039,,0,0,0,0,0,1913000
2040,,0,0,0,0,0,1922000
