year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,78485.4237458,64731.2935719
2018,78485.4237458,64731.2935719
2019,78485.4237458,64731.2935719
2020,78485.4237458,64731.2935719
2021,78485.4237458,64731.2935719
2022,78485.4237458,64731.2935719
2023,78485.4237458,64731.2935719
2024,78485.4237458,64731.2935719
2025,78485.4237458,64731.2935719
2026,78485.4237458,64731.2935719
2027,78485.4237458,64731.2935719
2028,78485.4237458,64731.2935719
2029,78485.4237458,64731.2935719
2030,78485.4237458,64731.2935719
2031,78485.4237458,64731.2935719
