year,Base case diesel consumed,Modeled residential energy efficiency
2017,97312.329317,64839.3685086
2018,98393.3422503,65920.381442
2019,100555.368117,68082.4073086
2020,102717.393984,70244.4331753
2021,103798.406917,71325.4461087
2022,104879.41985,72406.459042
2023,107041.445717,74568.4849087
2024,108122.45865,75649.4978421
2025,109203.471584,76730.5107754
2026,110284.484517,77811.5237088
2027,112446.510384,79973.5495755
2028,114608.536251,82135.5754422
2029,115689.549184,83216.5883755
2030,116770.562117,84297.6013088
2031,118932.587984,86459.6271755
2032,120013.600917,87540.6401089
2033,121094.613851,88621.6530422
2034,123256.639717,90783.6789089
2035,125418.665584,92945.7047756
2036,126499.678517,94026.717709
