year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,6158.0,5839.31961052
2018,7070.0,6751.31961052
2019,7070.0,6751.31961052
2020,7070.0,6751.31961052
2021,7070.0,6751.31961052
2022,7070.0,6751.31961052
2023,7070.0,6751.31961052
2024,7070.0,6751.31961052
2025,7070.0,6751.31961052
2026,7070.0,6751.31961052
2027,7070.0,6751.31961052
2028,7070.0,6751.31961052
2029,7070.0,6751.31961052
2030,7981.0,7662.31961052
2031,7981.0,7662.31961052
2032,7981.0,7662.31961052
2033,7981.0,7662.31961052
2034,7981.0,7662.31961052
2035,7981.0,7662.31961052
2036,7981.0,7662.31961052
