year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,1222.94075783,904.976160796
2018,1222.94075783,904.976160796
2019,1222.94075783,904.976160796
2020,1222.94075783,904.976160796
2021,1222.94075783,904.976160796
2022,1222.94075783,904.976160796
2023,1222.94075783,904.976160796
2024,1222.94075783,904.976160796
2025,1222.94075783,904.976160796
2026,1222.94075783,904.976160796
2027,1222.94075783,904.976160796
2028,1222.94075783,904.976160796
2029,1222.94075783,904.976160796
2030,1222.94075783,904.976160796
2031,1222.94075783,904.976160796
