year,Base case cost,Modeled residential energy efficiency
2017,26415.0227434,27183.7829781
2018,33052.0323308,33255.2691885
2019,35820.4467447,35267.4318124
2020,37115.3571364,36141.6387689
2021,38037.0963463,36728.8254553
2022,38715.382742,37130.9362109
2023,39150.2163233,37347.9013917
2024,39578.6563364,37561.3068063
2025,40013.4899178,37783.873175
2026,40626.9171297,38146.1816296
2027,41120.2163265,38418.7039655
2028,41490.1907241,38598.1815443
2029,42045.1523206,38923.6091738
2030,48819.2736596,45526.0599047
2031,49531.5956881,45999.8548659
2032,50240.2642491,46472.3404259
2033,50952.5862777,46950.7685813
2034,51664.9083062,47431.4322128
2035,52163.5337262,47742.1363868
2036,52875.8557547,48227.1150157
