year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,17252.39,0.0,1222.94,4935.25
2018,19328.54,0.0,1222.94,5846.56
2019,19910.29,0.0,1222.94,5846.56
2020,17932.31,0.0,1222.94,5846.56
2021,18158.94,0.0,1222.94,5846.56
2022,17694.24,0.0,1222.94,5846.56
2023,16980.5,0.0,1222.94,5846.56
2024,16613.33,0.0,1222.94,5846.56
2025,16148.03,0.0,1222.94,5846.56
2026,15582.73,0.0,1222.94,5846.56
2027,15166.7,0.0,1222.94,5846.56
2028,14634.59,0.0,1222.94,5846.56
2029,14105.17,0.0,1222.94,5846.56
2030,13587.7,0.0,1222.94,6757.87
2031,13061.37,0.0,1222.94,6757.87
2032,12611.8,0.0,1222.94,6757.87
2033,12238.75,0.0,1222.94,6757.87
2034,11789.1,0.0,1222.94,6757.87
2035,11414.9,0.0,1222.94,6757.87
2036,10966.04,0.0,1222.94,6757.87
2037,10516.86,0.0,1222.94,6757.87
2038,10067.83,0.0,1222.94,6757.87
2039,9693.65,0.0,1222.94,6757.87
2040,9244.57,0.0,1222.94,6757.87
