year,annotation,consumption kWh,residential kWh,non-residential kWh
2003,,11221545.0,4547097.0,6674448.0
2004,,11586752.0,4571321.0,7015431.0
2005,,11768164.0,4630078.0,7138086.0
2006,,11940799.0,4835255.0,7105544.0
2007,,12157720.0,5006183.0,7151537.0
2008,,12521671.0,5263776.0,7257895.0
2009,,12468665.0,5435270.0,7033395.0
2010,,12330616.0,5328783.0,7001833.0
2011,,12769099.0,5533577.0,7235522.0
2012,,12388928.0,5520502.0,6868426.0
2013,,12453157.0,5564235.0,6888922.0
2014,start of forecast,12040934.0,5043311.0,6997623.0
2015,,12035439.0,5037816.0,6997623.0
2016,,12030283.0,5032659.0,6997623.0
2017,,12025283.0,5027660.0,6997623.0
2018,,12020262.0,5022639.0,6997623.0
2019,,12015046.0,5017423.0,6997623.0
2020,,12009798.0,5012174.0,6997623.0
2021,,12004560.0,5006937.0,6997623.0
2022,,11999146.0,5001523.0,6997623.0
2023,,11993636.0,4996012.0,6997623.0
2024,,11988025.0,4990401.0,6997623.0
2025,,11982432.0,4984809.0,6997623.0
2026,,11976868.0,4979244.0,6997623.0
2027,,11971376.0,4973753.0,6997623.0
2028,,11965974.0,4968350.0,6997623.0
2029,,11959767.0,4962144.0,6997623.0
2030,,11953842.0,4956219.0,6997623.0
2031,,11948172.0,4950549.0,6997623.0
2032,,11943158.0,4945535.0,6997623.0
2033,,11938428.0,4940804.0,6997623.0
2034,,11933771.0,4936147.0,6997623.0
2035,,11929022.0,4931398.0,6997623.0
2036,,11924114.0,4926490.0,6997623.0
2037,,11919067.0,4921444.0,6997623.0
2038,,11914148.0,4916525.0,6997623.0
2039,,11909536.0,4911913.0,6997623.0
2040,,11905110.0,4907487.0,6997623.0
