year,Base case cost,Modeled non-residential energy efficiency
2017,283261.918012,298398.252038
2018,301622.600786,314723.150035
2019,325781.393909,336505.832419
2020,336894.438746,346075.946936
2021,344625.252546,352494.482997
2022,350423.362895,357120.193565
2023,354288.769795,359952.622396
2024,357671.000833,362350.544001
2025,361536.407732,365219.67007
2026,366368.166357,369012.649076
2027,370233.573257,371916.772416
2028,373615.804294,374384.708194
2029,377964.387057,377775.28092
2030,380863.442231,379822.737045
2031,385212.024994,383245.139579
