year,Base case cost,Modeled water and wastewater efficiency
2017,86940.4421756,123420.063063
2018,92862.7484793,127570.081593
2019,101471.866796,133603.830008
2020,105384.230412,136344.875469
2021,108166.632724,138293.57944
2022,110282.185013,139774.855164
2023,111719.711755,140780.687578
2024,112722.69889,141482.080367
2025,114168.176475,142493.628582
2026,115838.766924,143663.031843
2027,117280.183639,144671.689712
2028,118275.905202,145367.908624
2029,120030.624907,146597.599801
2030,121103.64174,147349.19406
2031,122810.41913,148544.550749
