year,Base case cost,Modeled non-residential energy efficiency
2017,3299059.61778,3530288.26673
2018,3537702.27618,3752701.51669
2019,3882408.3383,4073965.09997
2020,4041503.44389,4222240.59994
2021,4156405.4646,4329328.46103
2022,4244791.63437,4411703.7388
2023,4306661.95322,4469366.43323
2024,4350855.0381,4510554.07211
2025,4412725.35695,4568216.76655
2026,4483434.29277,4634116.98876
2027,4545304.61161,4691779.68319
2028,4589497.69649,4732967.32208
2029,4660206.63231,4798867.54429
2030,4704399.7172,4840055.18317
2031,4775108.65302,4905955.40538
