year,Base case diesel consumed,Modeled residential ashp
2017,1185959.21758,519659.92733
2018,1180601.47651,514302.186261
2019,1175243.73544,508944.445191
2020,1169885.99437,503586.704121
2021,1161849.38277,495550.092516
2022,1156491.6417,490192.351447
2023,1148455.0301,482155.739842
2024,1143097.28903,476797.998772
2025,1137739.54796,471440.257702
2026,1129702.93635,463403.646098
2027,1124345.19528,458045.905028
2028,1118987.45421,452688.163958
2029,1118987.45421,452688.163958
2030,1116308.58368,450009.293423
2031,1113629.71314,447330.422888
