year,Base case cost,Modeled non-residential energy efficiency
2017,408948.879933,371688.428876
2018,430175.982197,390682.437227
2019,459264.974189,416711.263486
2020,474202.564671,430077.417511
2021,483636.832344,438519.199001
2022,491498.722072,445554.016909
2023,496215.855908,449774.907653
2024,500932.989745,453995.798398
2025,505650.123582,458216.689143
2026,511939.635364,463844.543469
2027,517442.958173,468768.916005
2028,522160.092009,472989.806749
2029,527663.414819,477914.179285
2030,531594.359682,481431.588239
2031,537883.871464,487059.442565
