year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,46808.4426736,34638.2475784
2018,46808.4426736,34638.2475784
2019,46808.4426736,34638.2475784
2020,46808.4426736,34638.2475784
2021,46808.4426736,34638.2475784
2022,46808.4426736,34638.2475784
2023,46808.4426736,34638.2475784
2024,46808.4426736,34638.2475784
2025,46808.4426736,34638.2475784
2026,46808.4426736,34638.2475784
2027,46808.4426736,34638.2475784
2028,46808.4426736,34638.2475784
2029,46808.4426736,34638.2475784
2030,46808.4426736,34638.2475784
2031,46808.4426736,34638.2475784
