year,Base case diesel consumed,Modeled non-residential ashp
2017,181831.32281,167788.789994
2018,181831.32281,167788.789994
2019,181831.32281,167788.789994
2020,179884.340912,165841.808096
2021,177937.359014,163894.826198
2022,177937.359014,163894.826198
2023,175990.377116,161947.8443
2024,174043.395218,160000.862402
2025,174043.395218,160000.862402
2026,172096.413319,158053.880503
2027,170149.431421,156106.898605
2028,168202.449523,154159.916707
2029,166255.467625,152212.934809
2030,164308.485727,150265.952911
2031,162361.503829,148318.971013
