year,Base case cost,Modeled water and wastewater efficiency
2017,57265.4900772,56318.5520628
2018,60075.795713,57869.6709235
2019,63948.2090835,60155.4163259
2020,65767.9219253,61055.0849446
2021,67043.3814203,61589.1398404
2022,67958.7554503,61885.1032154
2023,68605.3708421,62005.6904501
2024,69169.0554598,62083.5007537
2025,69819.7641701,62229.1656888
2026,70640.8483669,62495.7791499
2027,71286.6260297,62653.1485542
2028,71840.3631454,62753.1641505
2029,72568.2308864,62979.68167
2030,73031.2700361,63032.5326016
2031,73845.3910997,63334.9839848
