year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,9646.47,676785.0,676785.0
2004,,9646.47,188886.0,188886.0
2005,,9646.47,0.0,0.0
2006,,9646.47,0.0,0.0
2007,,9646.47,581859.0,581859.0
2008,,9646.47,665726.0,665726.0
2009,,9646.47,647425.0,647425.0
2010,,9646.47,838584.0,838584.0
2011,,9646.47,818663.0,818663.0
2012,,9646.47,760317.0,760317.0
2013,,9646.47,740252.0,740252.0
2014,,9646.47,678796.0,678796.0
2015,,9646.47,332558.0,332558.0
2016,start of forecast,9646.47,638000.0,638000.0
2017,,9646.47,646000.0,646000.0
2018,,9646.47,653000.0,653000.0
2019,,9646.47,659000.0,659000.0
2020,,9646.47,666000.0,666000.0
2021,,9646.47,673000.0,673000.0
2022,,9646.47,678000.0,678000.0
2023,,9646.47,684000.0,684000.0
2024,,9646.47,691000.0,691000.0
2025,,9646.47,699000.0,699000.0
2026,,9646.47,705000.0,705000.0
2027,,9646.47,712000.0,712000.0
2028,,9646.47,719000.0,719000.0
2029,,9646.47,726000.0,726000.0
2030,,9646.47,732000.0,732000.0
2031,,9646.47,740000.0,740000.0
2032,,9646.47,746000.0,746000.0
2033,,9646.47,753000.0,753000.0
2034,,9646.47,760000.0,760000.0
2035,,9646.47,767000.0,767000.0
2036,,9646.47,774000.0,774000.0
2037,,9646.47,783000.0,783000.0
2038,,9646.47,792000.0,792000.0
2039,,9646.47,799000.0,799000.0
2040,,9646.47,809000.0,809000.0
