year,Base case cost,Modeled residential energy efficiency
2017,687375.845648,665763.707645
2018,728762.515069,698715.663524
2019,783182.187404,742305.249487
2020,827643.871801,780671.62789
2021,854552.70053,802755.012121
2022,877628.099926,821866.214916
2023,897765.867528,838696.198158
2024,917023.477538,854893.873867
2025,937583.523739,872233.298453
2026,960623.322738,891687.027277
2027,994769.034688,922695.242485
2028,1014949.40163,939981.971637
2029,1037703.36107,959473.956464
2030,1057081.77016,976239.895744
2031,1081513.52454,997281.525237
2032,1119921.94337,1032336.29633
2033,1145057.49541,1054153.82282
2034,1170474.56652,1076287.65569
2035,1192265.84812,1095440.92676
2036,1219517.11366,1119272.34988
