year,annotation,diesel generation efficiency
2002,,13.53
2003,,11.82
2004,,3.12
2005,,0.0
2006,,0.0
2007,,11.76
2008,,12.16
2009,,12.16
2010,,14.1
2011,,15.06
2012,,14.33
2013,,14.12
2014,,13.69
2015,,9.45
2016,start of forecast,12.42
2017,,12.42
2018,,12.42
2019,,12.42
2020,,12.42
2021,,12.42
2022,,12.42
2023,,12.42
2024,,12.42
2025,,12.42
2026,,12.42
2027,,12.42
2028,,12.42
2029,,12.42
2030,,12.42
2031,,12.42
2032,,12.42
2033,,12.42
2034,,12.42
2035,,12.42
2036,,12.42
2037,,12.42
2038,,12.42
2039,,12.42
2040,,12.42
