year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,52001.05,6139.75,64567.13,62625.03
2018,52564.53,6107.51,64567.13,63706.05
2019,53047.51,6075.3,64567.13,64787.06
2020,53610.99,6038.03,64567.13,66949.08
2021,54174.47,6006.64,64567.13,68030.1
2022,54576.95,5977.19,64567.13,69111.11
2023,55059.93,5948.4,64567.13,70192.12
2024,55623.41,5911.25,64567.13,71273.14
2025,56267.39,5873.73,64567.13,72354.15
2026,56750.37,5841.43,64567.13,73435.16
2027,57313.85,5805.02,64567.13,75597.19
2028,57877.33,5771.49,64567.13,76678.2
2029,58440.81,5738.12,64567.13,77759.21
2030,58923.79,5704.14,64567.13,78840.23
2031,59567.76,5667.34,64567.13,79921.24
2032,60050.75,,,82083.27
2033,60614.23,,,83164.28
2034,61177.7,,,84245.29
2035,61741.18,,,85326.3
2036,62304.66,,,86407.32
