year,annotation,Electricity price ($/kwh)
2003,,
2004,,
2005,,
2006,,
2007,,
2008,,
2009,,
2010,,
2011,,
2012,,
2013,,
2014,,
2016,start of forecast,0.29
2017,,0.31
2018,,0.32
2019,,0.33
2020,,0.34
2021,,0.34
2022,,0.34
2023,,0.35
2024,,0.35
2025,,0.35
2026,,0.35
2027,,0.36
2028,,0.36
2029,,0.36
2030,,0.36
2031,,0.36
2032,,0.37
2033,,0.37
2034,,0.37
2035,,0.38
2036,,0.38
2037,,0.38
2038,,0.38
2039,,0.39
2040,,0.39
