year,Base case cost,Modeled diesel efficiency
2019,7227936.36476,7816267.87758
2020,7721227.98192,8235525.34983
2021,8019331.68308,8478023.38989
2022,8247715.92328,8657808.19533
2023,8351614.43346,8725076.59047
2024,8448595.07634,8786693.15891
2025,8533848.17731,8838270.53625
2026,8666845.99839,8933859.83218
2027,8780053.44273,9012051.26276
2028,8859944.86053,9060534.87514
2029,8911551.02934,9083870.5222
2030,8908736.53448,9058285.47273
2031,8991280.77295,9110838.95323
2032,9118480.10409,9204515.00557
2033,9269355.95225,9320229.84468
2034,9414465.95097,9431205.62037
2035,9476431.97072,9467086.79814
2036,9586786.55033,9547436.90937
2037,9581872.5029,9523465.45897
2038,9687881.0951,9600789.90005
