year,Base case diesel consumed,Modeled non-residential ashp
2017,3131.17404825,-3675.72606345
2018,3131.17404825,-3675.72606345
2019,3131.17404825,-3675.72606345
2020,3131.17404825,-3675.72606345
2021,3131.17404825,-3675.72606345
2022,3131.17404825,-3675.72606345
2023,3131.17404825,-3675.72606345
2024,3131.17404825,-3675.72606345
2025,3131.17404825,-3675.72606345
2026,3131.17404825,-3675.72606345
2027,3131.17404825,-3675.72606345
2028,3131.17404825,-3675.72606345
2029,3131.17404825,-3675.72606345
2030,3131.17404825,-3675.72606345
2031,3131.17404825,-3675.72606345
