year,Base case diesel consumed,Modeled residential ashp
2017,3994.5299262,-12267.9280949
2018,3994.5299262,-12267.9280949
2019,4258.02282989,-12004.4351912
2020,4258.02282989,-12004.4351912
2021,4258.02282989,-12004.4351912
2022,4258.02282989,-12004.4351912
2023,4258.02282989,-12004.4351912
2024,4258.02282989,-12004.4351912
2025,4258.02282989,-12004.4351912
2026,4258.02282989,-12004.4351912
2027,4258.02282989,-12004.4351912
2028,4258.02282989,-12004.4351912
2029,4258.02282989,-12004.4351912
2030,4258.02282989,-12004.4351912
2031,4258.02282989,-12004.4351912
